date,hour,US,AB
02/11/2018,9,-268,647
02/11/2018,10,-1618,633
02/11/2018,11,-1700,636
02/11/2018,12,-1737,643
02/11/2018,13,-1775,686
02/11/2018,14,-1751,659
02/11/2018,15,-1783,632
02/11/2018,16,-1634,579
02/11/2018,17,181,575
02/11/2018,18,833,443
02/11/2018,19,787,449
02/11/2018,20,787,457
02/11/2018,21,712,461
02/11/2018,22,478,469
02/11/2018,23,-326,481
02/11/2018,24,-343,470
02/12/2018,1,-932,470
02/12/2018,2,-1492,457
02/12/2018,3,-1585,451
02/12/2018,4,-1445,437
02/12/2018,5,-641,431
02/12/2018,6,241,602
02/12/2018,7,1481,596
02/12/2018,8,1672,612
02/12/2018,9,859,637
02/12/2018,10,-112,624
02/12/2018,11,-597,599
02/12/2018,12,-499,587
02/12/2018,13,-775,594
02/12/2018,14,-907,455
02/12/2018,15,-1017,461
02/12/2018,16,-636,423
02/12/2018,17,640,437
02/12/2018,18,993,438
02/12/2018,19,1377,455
02/12/2018,20,1245,447
02/12/2018,21,1148,450
02/12/2018,22,941,439
02/12/2018,23,142,462
02/12/2018,24,-180,616
02/13/2018,1,-613,599
02/13/2018,2,-795,633
02/13/2018,3,-986,408
02/13/2018,4,-743,347
02/13/2018,5,31,322
02/13/2018,6,891,242
02/13/2018,7,2119,184
02/13/2018,8,1528,241
02/13/2018,9,473,201
02/13/2018,10,-106,529
02/13/2018,11,-745,512
02/13/2018,12,-971,506
02/13/2018,13,-1005,477
02/13/2018,14,-1194,310
02/13/2018,15,-1220,454
02/13/2018,16,-894,474
02/13/2018,17,332,522
02/13/2018,18,791,645
02/13/2018,19,939,682
02/13/2018,20,879,693
02/13/2018,21,813,634
02/13/2018,22,613,292
02/13/2018,23,-769,414
02/13/2018,24,-1267,672
02/14/2018,1,-1527,674
02/14/2018,2,-1668,659
02/14/2018,3,-1606,446
02/14/2018,4,-1751,388
02/14/2018,5,-1509,596
02/14/2018,6,-771,648
02/14/2018,7,402,633
02/14/2018,8,157,428
02/14/2018,9,-58,251
02/14/2018,10,-578,163
02/14/2018,11,-416,272
02/14/2018,12,-763,346
02/14/2018,13,-745,468
02/14/2018,14,-1059,507
02/14/2018,15,-876,600
02/14/2018,16,-1160,616
02/14/2018,17,-917,630
02/14/2018,18,-185,612
02/14/2018,19,-611,636
02/14/2018,20,-283,636
02/14/2018,21,-170,593
02/14/2018,22,-258,629
02/14/2018,23,-1499,628
02/14/2018,24,-1578,648
02/15/2018,1,-1732,643
02/15/2018,2,-1819,639
02/15/2018,3,-1890,616
02/15/2018,4,-1743,598
02/15/2018,5,-1301,622
02/15/2018,6,-645,681
02/15/2018,7,91,673
02/15/2018,8,39,697
02/15/2018,9,-608,682
02/15/2018,10,-865,696
02/15/2018,11,-1050,614
02/15/2018,12,-1096,596
02/15/2018,13,-1083,597
02/15/2018,14,-1126,592
02/15/2018,15,-1207,576
02/15/2018,16,-1186,543
02/15/2018,17,-491,562
02/15/2018,18,-49,589
02/15/2018,19,122,622
02/15/2018,20,-288,593
02/15/2018,21,-165,566
02/15/2018,22,-467,583
02/15/2018,23,-1061,634
02/15/2018,24,-1366,669
02/16/2018,1,-1432,652
02/16/2018,2,-1342,647
02/16/2018,3,-1595,619
02/16/2018,4,-1502,468
02/16/2018,5,-1316,440
02/16/2018,6,-895,612
02/16/2018,7,-76,656
02/16/2018,8,-568,680
02/16/2018,9,-1377,632
02/16/2018,10,-1211,636
02/16/2018,11,-1312,658
02/16/2018,12,-1741,530
02/16/2018,13,-1806,485
02/16/2018,14,-1835,472
02/16/2018,15,-1763,598
02/16/2018,16,-1392,652
02/16/2018,17,-938,653
02/16/2018,18,-931,619
02/16/2018,19,-668,680
02/16/2018,20,-499,642
02/16/2018,21,-652,659
02/16/2018,22,-969,614
02/16/2018,23,-1264,650
02/16/2018,24,-1276,645
02/17/2018,1,-828,632
02/17/2018,2,-877,734
02/17/2018,3,-934,616
02/17/2018,4,-801,623
02/17/2018,5,-657,613
02/17/2018,6,-326,656
02/17/2018,7,148,617
02/17/2018,8,-170,644
02/17/2018,9,-577,623
02/17/2018,10,-1674,577
02/17/2018,11,-1697,578
02/17/2018,12,-1738,573
02/17/2018,13,-1810,566
02/17/2018,14,-1843,610
02/17/2018,15,-1873,624
02/17/2018,16,-1700,664
02/17/2018,17,-194,663
02/17/2018,18,-260,614
02/17/2018,19,-745,633
02/17/2018,20,-1135,670
02/17/2018,21,-868,632
02/17/2018,22,-943,641
02/17/2018,23,-1877,636
02/17/2018,24,-1520,620
02/18/2018,1,-1714,598
02/18/2018,2,-1677,620
02/18/2018,3,-1680,624
02/18/2018,4,-1718,641
02/18/2018,5,-1519,602
02/18/2018,6,-1197,656
02/18/2018,7,-143,663
02/18/2018,8,-279,697
02/18/2018,9,-1187,645
02/18/2018,10,-1882,611
02/18/2018,11,-1959,608
02/18/2018,12,-1900,579
02/18/2018,13,-1977,589
02/18/2018,14,-2070,614
02/18/2018,15,-2095,639
02/18/2018,16,-1511,649
02/18/2018,17,-625,632
02/18/2018,18,349,678
02/18/2018,19,358,716
02/18/2018,20,397,743
02/18/2018,21,568,700
02/18/2018,22,399,630
02/18/2018,23,-756,598
02/18/2018,24,-1057,618
02/19/2018,1,159,636
02/19/2018,2,24,291
02/19/2018,3,-158,289
02/19/2018,4,-57,272
02/19/2018,5,113,288
02/19/2018,6,915,228
02/19/2018,7,794,274
02/19/2018,8,552,274
02/19/2018,9,641,241
02/19/2018,10,334,283
02/19/2018,11,-46,332
02/19/2018,12,-106,316
02/19/2018,13,-159,394
02/19/2018,14,-87,413
02/19/2018,15,-119,373
02/19/2018,16,-74,373
02/19/2018,17,452,220
02/19/2018,18,726,64
02/19/2018,19,1065,-21
02/19/2018,20,1265,-36
02/19/2018,21,1347,-74
02/19/2018,22,569,38
02/19/2018,23,1054,58
02/19/2018,24,1037,53
02/20/2018,1,752,64
02/20/2018,2,908,83
02/20/2018,3,1022,54
02/20/2018,4,899,49
02/20/2018,5,1006,49
02/20/2018,6,887,-75
02/20/2018,7,1307,-73
02/20/2018,8,890,37
02/20/2018,9,485,83
02/20/2018,10,83,45
02/20/2018,11,-78,107
02/20/2018,12,-135,154
02/20/2018,13,-296,196
02/20/2018,14,-216,192
02/20/2018,15,-122,141
02/20/2018,16,-106,145
02/20/2018,17,456,-33
02/20/2018,18,1622,-24
02/20/2018,19,1627,-60
02/20/2018,20,1571,-22
02/20/2018,21,1105,-72
02/20/2018,22,992,49
02/20/2018,23,855,94
02/20/2018,24,453,99
02/21/2018,1,-64,43
02/21/2018,2,248,37
02/21/2018,3,209,33
02/21/2018,4,218,53
02/21/2018,5,144,49
02/21/2018,6,1164,-180
02/21/2018,7,2133,-180
02/21/2018,8,1929,-323
02/21/2018,9,1442,-302
02/21/2018,10,354,-223
02/21/2018,11,-187,-55
02/21/2018,12,-241,16
02/21/2018,13,-232,25
02/21/2018,14,-345,65
02/21/2018,15,-306,80
02/21/2018,16,-58,107
02/21/2018,17,562,96
02/21/2018,18,1436,-132
02/21/2018,19,1669,-129
02/21/2018,20,1523,-117
02/21/2018,21,1257,13
02/21/2018,22,1215,50
02/21/2018,23,226,21
02/21/2018,24,386,71
02/22/2018,1,651,44
02/22/2018,2,549,-8
02/22/2018,3,569,1
02/22/2018,4,605,-7
02/22/2018,5,816,-39
02/22/2018,6,1212,-385
02/22/2018,7,2047,-329
02/22/2018,8,1417,-236
02/22/2018,9,819,-18
02/22/2018,10,511,44
02/22/2018,11,-120,115
02/22/2018,12,-143,113
02/22/2018,13,-164,131
02/22/2018,14,-74,120
02/22/2018,15,-101,162
02/22/2018,16,114,155
02/22/2018,17,118,130
02/22/2018,18,1134,63
02/22/2018,19,1316,60
02/22/2018,20,1441,42
02/22/2018,21,1496,22
02/22/2018,22,1264,20
02/22/2018,23,1024,1
02/22/2018,24,869,6
02/23/2018,1,268,27
02/23/2018,2,227,27
02/23/2018,3,186,19
02/23/2018,4,96,37
02/23/2018,5,63,98
02/23/2018,6,1000,160
02/23/2018,7,2058,-19
02/23/2018,8,1640,-82
02/23/2018,9,607,120
02/23/2018,10,-135,123
02/23/2018,11,188,102
02/23/2018,12,-107,106
02/23/2018,13,-229,99
02/23/2018,14,-207,88
02/23/2018,15,-284,99
02/23/2018,16,-127,165
02/23/2018,17,195,90
02/23/2018,18,1068,0
02/23/2018,19,1221,10
02/23/2018,20,1196,10
02/23/2018,21,1387,-24
02/23/2018,22,1193,7
02/23/2018,23,668,-128
02/23/2018,24,549,-130
02/24/2018,1,-11,83
02/24/2018,2,-241,136
02/24/2018,3,-236,123
02/24/2018,4,-230,117
02/24/2018,5,-213,136
02/24/2018,6,56,158
02/24/2018,7,1066,-125
02/24/2018,8,861,-56
02/24/2018,9,-267,99
02/24/2018,10,-1397,123
02/24/2018,11,-1405,146
02/24/2018,12,-1512,160
02/24/2018,13,-1529,109
02/24/2018,14,-1616,79
02/24/2018,15,-1597,150
02/24/2018,16,-1459,183
02/24/2018,17,-925,309
02/24/2018,18,-48,393
02/24/2018,19,306,380
02/24/2018,20,382,355
02/24/2018,21,279,294
02/24/2018,22,116,257
02/24/2018,23,-467,145
02/24/2018,24,-782,183
02/25/2018,1,-427,242
02/25/2018,2,-572,195
02/25/2018,3,-754,220
02/25/2018,4,-638,196
02/25/2018,5,-665,273
02/25/2018,6,-232,285
02/25/2018,7,18,393
02/25/2018,8,-201,456
02/25/2018,9,-1596,471
02/25/2018,10,-2052,493
02/25/2018,11,-2320,525
02/25/2018,12,-2124,514
02/25/2018,13,-2208,466
02/25/2018,14,-2226,456
02/25/2018,15,-2118,439
02/25/2018,16,-1957,457
02/25/2018,17,-1370,424
02/25/2018,18,102,322
02/25/2018,19,403,326
02/25/2018,20,479,307
02/25/2018,21,381,263
02/25/2018,22,140,282
02/25/2018,23,-269,264
02/25/2018,24,-658,185
02/26/2018,1,-583,159
02/26/2018,2,-500,179
02/26/2018,3,-525,204
02/26/2018,4,-457,170
02/26/2018,5,-227,151
02/26/2018,6,396,144
02/26/2018,7,1398,-126
02/26/2018,8,1161,-133
02/26/2018,9,-13,117
02/26/2018,10,-66,118
02/26/2018,11,-318,155
02/26/2018,12,-730,274
02/26/2018,13,-767,249
02/26/2018,14,-796,257
02/26/2018,15,-568,237
02/26/2018,16,-452,192
02/26/2018,17,-389,120
02/26/2018,18,444,125
02/26/2018,19,491,142
02/26/2018,20,528,168
02/26/2018,21,581,103
02/26/2018,22,436,94
02/26/2018,23,346,143
02/26/2018,24,-260,154
02/27/2018,1,-1105,129
02/27/2018,2,-1400,155
02/27/2018,3,-1367,179
02/27/2018,4,-1304,142
02/27/2018,5,-1116,69
02/27/2018,6,-309,56
02/27/2018,7,764,33
02/27/2018,8,586,84
02/27/2018,9,308,86
02/27/2018,10,196,58
02/27/2018,11,-533,72
02/27/2018,12,-445,76
02/27/2018,13,-599,98
02/27/2018,14,-701,146
02/27/2018,15,-779,165
02/27/2018,16,-1167,145
02/27/2018,17,-393,141
02/27/2018,18,194,241
02/27/2018,19,567,262
02/27/2018,20,324,122
02/27/2018,21,207,113
02/27/2018,22,186,94
02/27/2018,23,-903,95
02/27/2018,24,-922,116
02/28/2018,1,-1493,328
02/28/2018,2,-1276,339
02/28/2018,3,-1321,329
02/28/2018,4,-1122,322
02/28/2018,5,-793,293
02/28/2018,6,-650,258
02/28/2018,7,1192,364
02/28/2018,8,1112,215
02/28/2018,9,571,155
02/28/2018,10,249,207
02/28/2018,11,-290,147
02/28/2018,12,-269,196
02/28/2018,13,-409,282
02/28/2018,14,-373,248
02/28/2018,15,-415,406
02/28/2018,16,-485,334
02/28/2018,17,147,395
02/28/2018,18,887,314
02/28/2018,19,1180,255
02/28/2018,20,1249,172
02/28/2018,21,996,261
02/28/2018,22,595,291
02/28/2018,23,-469,279
02/28/2018,24,-829,318
03/01/2018,1,-248,280
03/01/2018,2,-172,266
03/01/2018,3,-358,111
03/01/2018,4,-362,114
03/01/2018,5,119,149
03/01/2018,6,-430,260
03/01/2018,7,387,200
03/01/2018,8,354,213
03/01/2018,9,311,278
03/01/2018,10,753,317
03/01/2018,11,-104,255
03/01/2018,12,-704,247
03/01/2018,13,-784,229
03/01/2018,14,-872,253
03/01/2018,15,-965,278
03/01/2018,16,-618,289
03/01/2018,17,109,317
03/01/2018,18,643,286
03/01/2018,19,424,274
03/01/2018,20,442,278
03/01/2018,21,726,223
03/01/2018,22,275,229
03/01/2018,23,-240,139
03/01/2018,24,-359,103
03/02/2018,1,505,244
03/02/2018,2,391,239
03/02/2018,3,-136,177
03/02/2018,4,-167,141
03/02/2018,5,367,118
03/02/2018,6,98,135
03/02/2018,7,776,222
03/02/2018,8,468,248
03/02/2018,9,-133,273
03/02/2018,10,-453,241
03/02/2018,11,-416,210
03/02/2018,12,-272,171
03/02/2018,13,-1013,171
03/02/2018,14,-1000,153
03/02/2018,15,-1041,186
03/02/2018,16,-936,168
03/02/2018,17,-219,150
03/02/2018,18,800,162
03/02/2018,19,991,157
03/02/2018,20,1021,165
03/02/2018,21,1078,111
03/02/2018,22,753,85
03/02/2018,23,593,117
03/02/2018,24,93,98
03/03/2018,1,684,115
03/03/2018,2,567,151
03/03/2018,3,469,155
03/03/2018,4,546,74
03/03/2018,5,551,44
03/03/2018,6,477,70
03/03/2018,7,451,122
03/03/2018,8,372,199
03/03/2018,9,143,219
03/03/2018,10,258,222
03/03/2018,11,27,207
03/03/2018,12,-446,137
03/03/2018,13,-557,166
03/03/2018,14,-659,145
03/03/2018,15,-646,147
03/03/2018,16,-537,144
03/03/2018,17,9,140
03/03/2018,18,466,154
03/03/2018,19,476,156
03/03/2018,20,737,159
03/03/2018,21,823,164
03/03/2018,22,692,192
03/03/2018,23,57,150
03/03/2018,24,19,142
03/04/2018,1,308,153
03/04/2018,2,148,152
03/04/2018,3,36,124
03/04/2018,4,83,92
03/04/2018,5,-11,182
03/04/2018,6,587,144
03/04/2018,7,673,128
03/04/2018,8,-67,233
03/04/2018,9,-1165,216
03/04/2018,10,-1181,206
03/04/2018,11,-1240,286
03/04/2018,12,-1371,279
03/04/2018,13,-1313,257
03/04/2018,14,-1398,428
03/04/2018,15,-1421,455
03/04/2018,16,-1439,443
03/04/2018,17,-236,435
03/04/2018,18,658,430
03/04/2018,19,416,430
03/04/2018,20,534,450
03/04/2018,21,495,444
03/04/2018,22,996,251
03/04/2018,23,746,196
03/04/2018,24,364,264
03/05/2018,1,99,305
03/05/2018,2,-37,290
03/05/2018,3,-38,226
03/05/2018,4,100,235
03/05/2018,5,690,192
03/05/2018,6,682,258
03/05/2018,7,833,301
03/05/2018,8,442,337
03/05/2018,9,-289,320
03/05/2018,10,-1354,310
03/05/2018,11,-1361,369
03/05/2018,12,-1365,300
03/05/2018,13,-1448,260
03/05/2018,14,-1681,276
03/05/2018,15,-1756,349
03/05/2018,16,-1408,455
03/05/2018,17,-99,437
03/05/2018,18,479,484
03/05/2018,19,571,290
03/05/2018,20,622,279
03/05/2018,21,713,198
03/05/2018,22,502,181
03/05/2018,23,771,238
03/05/2018,24,413,265
03/06/2018,1,360,160
03/06/2018,2,27,135
03/06/2018,3,-371,165
03/06/2018,4,-394,150
03/06/2018,5,190,178
03/06/2018,6,670,248
03/06/2018,7,1328,179
03/06/2018,8,670,221
03/06/2018,9,-24,229
03/06/2018,10,-810,178
03/06/2018,11,-713,169
03/06/2018,12,-443,87
03/06/2018,13,-564,166
03/06/2018,14,-563,138
03/06/2018,15,-753,152
03/06/2018,16,-751,118
03/06/2018,17,-168,133
03/06/2018,18,833,171
03/06/2018,19,994,177
03/06/2018,20,843,230
03/06/2018,21,582,178
03/06/2018,22,231,174
03/06/2018,23,-7,123
03/06/2018,24,-104,106
03/07/2018,1,-468,81
03/07/2018,2,-632,93
03/07/2018,3,-651,94
03/07/2018,4,-575,84
03/07/2018,5,-383,131
03/07/2018,6,-2,104
03/07/2018,7,1112,139
03/07/2018,8,797,120
03/07/2018,9,97,178
03/07/2018,10,-387,214
03/07/2018,11,-396,222
03/07/2018,12,-276,173
03/07/2018,13,-518,162
03/07/2018,14,-554,167
03/07/2018,15,-454,170
03/07/2018,16,-145,269
03/07/2018,17,-258,261
03/07/2018,18,502,174
03/07/2018,19,776,200
03/07/2018,20,858,171
03/07/2018,21,625,186
03/07/2018,22,152,90
03/07/2018,23,-542,0
03/07/2018,24,-776,52
03/08/2018,1,-316,124
03/08/2018,2,-782,85
03/08/2018,3,-1068,96
03/08/2018,4,-932,129
03/08/2018,5,-744,163
03/08/2018,6,-460,90
03/08/2018,7,461,99
03/08/2018,8,416,135
03/08/2018,9,-462,181
03/08/2018,10,-806,191
03/08/2018,11,-518,153
03/08/2018,12,-431,131
03/08/2018,13,-489,151
03/08/2018,14,-577,174
03/08/2018,15,-612,152
03/08/2018,16,-706,166
03/08/2018,17,-823,153
03/08/2018,18,-329,161
03/08/2018,19,32,169
03/08/2018,20,152,176
03/08/2018,21,-79,165
03/08/2018,22,-383,291
03/08/2018,23,-426,172
03/08/2018,24,-613,257
03/09/2018,1,-1345,306
03/09/2018,2,-1595,317
03/09/2018,3,-1720,353
03/09/2018,4,-1700,318
03/09/2018,5,-1508,168
03/09/2018,6,-942,172
03/09/2018,7,-204,201
03/09/2018,8,-528,224
03/09/2018,9,-794,210
03/09/2018,10,-764,174
03/09/2018,11,-800,151
03/09/2018,12,-971,128
03/09/2018,13,-1041,158
03/09/2018,14,-1227,183
03/09/2018,15,-1140,181
03/09/2018,16,-810,220
03/09/2018,17,-315,207
03/09/2018,18,-299,223
03/09/2018,19,43,246
03/09/2018,20,-32,243
03/09/2018,21,-50,292
03/09/2018,22,269,340
03/09/2018,23,-539,247
03/09/2018,24,-689,209
03/10/2018,1,-365,208
03/10/2018,2,-555,114
03/10/2018,3,-779,255
03/10/2018,4,-913,351
03/10/2018,5,-807,399
03/10/2018,6,-605,166
03/10/2018,7,-426,105
03/10/2018,8,-390,148
03/10/2018,9,399,169
03/10/2018,10,553,161
03/10/2018,11,601,142
03/10/2018,12,573,152
03/10/2018,13,581,161
03/10/2018,14,568,199
03/10/2018,15,766,278
03/10/2018,16,832,287
03/10/2018,17,629,249
03/10/2018,18,236,210
03/10/2018,19,314,263
03/10/2018,20,395,227
03/10/2018,21,174,245
03/10/2018,22,155,271
03/10/2018,23,-153,164
03/10/2018,24,-353,138
03/11/2018,1,20,101
03/11/2018,2,-323,86
03/11/2018,4,-103,70
03/11/2018,5,141,46
03/11/2018,6,242,45
03/11/2018,7,441,110
03/11/2018,8,648,70
03/11/2018,9,73,59
03/11/2018,10,-1164,72
03/11/2018,11,-1560,224
03/11/2018,12,-1446,218
03/11/2018,13,-1435,200
03/11/2018,14,-1492,226
03/11/2018,15,-1440,222
03/11/2018,16,-1525,231
03/11/2018,17,-1268,218
03/11/2018,18,-252,152
03/11/2018,19,283,159
03/11/2018,20,556,133
03/11/2018,21,558,102
03/11/2018,22,712,181
03/11/2018,23,667,109
03/11/2018,24,40,155
03/12/2018,1,71,150
03/12/2018,2,-114,77
03/12/2018,3,-190,4
03/12/2018,4,-165,-2
03/12/2018,5,-37,116
03/12/2018,6,309,99
03/12/2018,7,824,171
03/12/2018,8,937,206
03/12/2018,9,841,216
03/12/2018,10,312,258
03/12/2018,11,-32,254
03/12/2018,12,-338,240
03/12/2018,13,-162,215
03/12/2018,14,-294,269
03/12/2018,15,-392,255
03/12/2018,16,-992,290
03/12/2018,17,-1412,323
03/12/2018,18,-518,295
03/12/2018,19,297,287
03/12/2018,20,542,277
03/12/2018,21,629,268
03/12/2018,22,465,140
03/12/2018,23,-62,133
03/12/2018,24,-211,147
03/13/2018,1,-120,166
03/13/2018,2,-345,190
03/13/2018,3,-495,207
03/13/2018,4,-615,196
03/13/2018,5,-344,118
03/13/2018,6,-145,103
03/13/2018,7,444,236
03/13/2018,8,460,196
03/13/2018,9,175,184
03/13/2018,10,585,194
03/13/2018,11,466,200
03/13/2018,12,387,136
03/13/2018,13,79,166
03/13/2018,14,-66,184
03/13/2018,15,-73,216
03/13/2018,16,-460,227
03/13/2018,17,-723,221
03/13/2018,18,-254,199
03/13/2018,19,66,210
03/13/2018,20,214,220
03/13/2018,21,346,199
03/13/2018,22,126,210
03/13/2018,23,-411,142
03/13/2018,24,-495,101
03/14/2018,1,-230,129
03/14/2018,2,-653,133
03/14/2018,3,-864,151
03/14/2018,4,-1263,157
03/14/2018,5,-958,115
03/14/2018,6,-594,220
03/14/2018,7,-168,237
03/14/2018,8,231,181
03/14/2018,9,-295,183
03/14/2018,10,-761,168
03/14/2018,11,-884,141
03/14/2018,12,-566,265
03/14/2018,13,-592,275
03/14/2018,14,-586,211
03/14/2018,15,-611,188
03/14/2018,16,-630,232
03/14/2018,17,-883,117
03/14/2018,18,-269,141
03/14/2018,19,-298,176
03/14/2018,20,158,195
03/14/2018,21,110,194
03/14/2018,22,-174,166
03/14/2018,23,-634,126
03/14/2018,24,-774,79
03/15/2018,1,-386,111
03/15/2018,2,-324,124
03/15/2018,3,-555,109
03/15/2018,4,-827,95
03/15/2018,5,-351,139
03/15/2018,6,-204,112
03/15/2018,7,614,174
03/15/2018,8,737,187
03/15/2018,9,-3,147
03/15/2018,10,-630,123
03/15/2018,11,-876,111
03/15/2018,12,-528,111
03/15/2018,13,-522,139
03/15/2018,14,-528,171
03/15/2018,15,-564,171
03/15/2018,16,-476,161
03/15/2018,17,-1021,154
03/15/2018,18,-990,129
03/15/2018,19,198,139
03/15/2018,20,527,157
03/15/2018,21,452,162
03/15/2018,22,342,133
03/15/2018,23,-161,159
03/15/2018,24,-391,189
03/16/2018,1,218,225
03/16/2018,2,-173,185
03/16/2018,3,-284,165
03/16/2018,4,-299,163
03/16/2018,5,219,156
03/16/2018,6,748,209
03/16/2018,7,1066,184
03/16/2018,8,1425,172
03/16/2018,9,1061,216
03/16/2018,10,170,225
03/16/2018,11,-486,333
03/16/2018,12,-1297,215
03/16/2018,13,-869,224
03/16/2018,14,-826,362
03/16/2018,15,-893,243
03/16/2018,16,-873,340
03/16/2018,17,-1346,226
03/16/2018,18,-425,237
03/16/2018,19,554,275
03/16/2018,20,589,226
03/16/2018,21,452,220
03/16/2018,22,126,325
03/16/2018,23,-156,307
03/16/2018,24,-158,245
03/17/2018,1,435,205
03/17/2018,2,474,221
03/17/2018,3,105,201
03/17/2018,4,-177,178
03/17/2018,5,-155,179
03/17/2018,6,-129,173
03/17/2018,7,409,246
03/17/2018,8,399,225
03/17/2018,9,-19,229
03/17/2018,10,-229,224
03/17/2018,11,-803,191
03/17/2018,12,-923,189
03/17/2018,13,-938,261
03/17/2018,14,-1236,255
03/17/2018,15,-1133,238
03/17/2018,16,-1041,235
03/17/2018,17,-1024,262
03/17/2018,18,-156,265
03/17/2018,19,158,253
03/17/2018,20,143,287
03/17/2018,21,2,300
03/17/2018,22,-193,307
03/17/2018,23,-468,288
03/17/2018,24,-604,280
03/18/2018,1,103,211
03/18/2018,2,123,163
03/18/2018,3,-42,154
03/18/2018,4,-67,147
03/18/2018,5,-65,126
03/18/2018,6,268,117
03/18/2018,7,319,189
03/18/2018,8,295,179
03/18/2018,9,-557,174
03/18/2018,10,-1810,281
03/18/2018,11,-1708,297
03/18/2018,12,-1841,261
03/18/2018,13,-1816,248
03/18/2018,14,-1677,248
03/18/2018,15,-1637,270
03/18/2018,16,-1505,248
03/18/2018,17,-1232,251
03/18/2018,18,-224,240
03/18/2018,19,423,226
03/18/2018,20,642,205
03/18/2018,21,613,176
03/18/2018,22,446,111
03/18/2018,23,559,105
03/18/2018,24,367,130
03/19/2018,1,708,118
03/19/2018,2,563,79
03/19/2018,3,333,87
03/19/2018,4,129,93
03/19/2018,5,114,83
03/19/2018,6,45,136
03/19/2018,7,950,189
03/19/2018,8,795,212
03/19/2018,9,-700,230
03/19/2018,10,-1458,225
03/19/2018,11,-1192,226
03/19/2018,12,-634,220
03/19/2018,13,-671,258
03/19/2018,14,-603,247
03/19/2018,15,-577,250
03/19/2018,16,-565,250
03/19/2018,17,-601,243
03/19/2018,18,-580,243
03/19/2018,19,-212,245
03/19/2018,20,59,191
03/19/2018,21,80,195
03/19/2018,22,-200,171
03/19/2018,23,-127,139
03/19/2018,24,-320,149
03/20/2018,1,-364,76
03/20/2018,2,-467,111
03/20/2018,3,-608,96
03/20/2018,4,-644,100
03/20/2018,5,-415,98
03/20/2018,6,-306,153
03/20/2018,7,413,236
03/20/2018,8,798,212
03/20/2018,9,52,198
03/20/2018,10,-279,204
03/20/2018,11,-49,218
03/20/2018,12,48,194
03/20/2018,13,-132,240
03/20/2018,14,-197,243
03/20/2018,15,-231,244
03/20/2018,16,-158,212
03/20/2018,17,-150,216
03/20/2018,18,246,245
03/20/2018,19,31,254
03/20/2018,20,-81,240
03/20/2018,21,1,214
03/20/2018,22,-207,215
03/20/2018,23,-639,149
03/20/2018,24,-868,170
03/21/2018,1,-1097,156
03/21/2018,2,-1375,141
03/21/2018,3,-1635,159
03/21/2018,4,-1660,154
03/21/2018,5,-1429,234
03/21/2018,6,-752,260
03/21/2018,7,184,305
03/21/2018,8,511,364
03/21/2018,9,70,312
03/21/2018,10,-254,296
03/21/2018,11,169,311
03/21/2018,12,132,312
03/21/2018,13,189,281
03/21/2018,14,212,295
03/21/2018,15,283,291
03/21/2018,16,390,302
03/21/2018,17,106,282
03/21/2018,18,53,356
03/21/2018,19,-274,311
03/21/2018,20,95,374
03/21/2018,21,-240,267
03/21/2018,22,-627,368
03/21/2018,23,-1116,260
03/21/2018,24,-1589,221
03/22/2018,1,-1519,279
03/22/2018,2,-1610,342
03/22/2018,3,-1599,300
03/22/2018,4,-1565,276
03/22/2018,5,-1484,354
03/22/2018,6,-1365,386
03/22/2018,7,-326,338
03/22/2018,8,-152,384
03/22/2018,9,-467,359
03/22/2018,10,189,328
03/22/2018,11,-36,345
03/22/2018,12,-440,423
03/22/2018,13,-791,510
03/22/2018,14,-647,477
03/22/2018,15,-766,482
03/22/2018,16,-790,473
03/22/2018,17,-762,484
03/22/2018,18,-1169,379
03/22/2018,19,-1269,337
03/22/2018,20,-1159,466
03/22/2018,21,-1011,505
03/22/2018,22,-852,363
03/22/2018,23,-954,371
03/22/2018,24,-1307,237
03/23/2018,1,-1069,203
03/23/2018,2,-1195,208
03/23/2018,3,-1288,209
03/23/2018,4,-1211,172
03/23/2018,5,-870,205
03/23/2018,6,-775,179
03/23/2018,7,107,251
03/23/2018,8,-157,282
03/23/2018,9,-549,259
03/23/2018,10,-815,239
03/23/2018,11,-264,262
03/23/2018,12,-575,282
03/23/2018,13,-709,258
03/23/2018,14,-783,273
03/23/2018,15,-712,245
03/23/2018,16,-724,277
03/23/2018,17,-657,344
03/23/2018,18,-753,262
03/23/2018,19,79,257
03/23/2018,20,692,213
03/23/2018,21,426,216
03/23/2018,22,400,193
03/23/2018,23,-614,103
03/23/2018,24,-1125,141
03/24/2018,1,-953,162
03/24/2018,2,-1310,186
03/24/2018,3,-1477,206
03/24/2018,4,-1578,211
03/24/2018,5,-1402,185
03/24/2018,6,-864,98
03/24/2018,7,-106,296
03/24/2018,8,-700,303
03/24/2018,9,-820,426
03/24/2018,10,-1280,360
03/24/2018,11,-1380,389
03/24/2018,12,-1260,425
03/24/2018,13,-1243,439
03/24/2018,14,-1270,465
03/24/2018,15,-1219,464
03/24/2018,16,-1156,439
03/24/2018,17,-1077,403
03/24/2018,18,-1328,396
03/24/2018,19,-378,417
03/24/2018,20,36,440
03/24/2018,21,91,320
03/24/2018,22,42,218
03/24/2018,23,-433,83
03/24/2018,24,-810,95
03/25/2018,1,114,163
03/25/2018,2,-123,211
03/25/2018,3,-443,126
03/25/2018,4,-588,134
03/25/2018,5,-613,128
03/25/2018,6,-378,123
03/25/2018,7,192,189
