Date,(HE),FFR Net Schedule (MW),BC Intertie (MW),MATL Intertie (MW), SASK Intertie (MW)
08/02/2024,18,214,0,214,79
08/02/2024,19,116,-89,205,-25
08/02/2024,20,81,-135,216,-40
08/02/2024,21,81,-135,216,-40
08/02/2024,22,40,-75,115,-40
08/02/2024,23,215,100,115,-25
08/02/2024,24,694,500,194,-25
08/03/2024,01,930,775,155,0
08/03/2024,02,898,801,97,0
08/03/2024,03,906,844,62,0
08/03/2024,04,935,886,49,0
08/03/2024,05,935,886,49,0
08/03/2024,06,935,886,49,0
08/03/2024,07,935,886,49,0
08/03/2024,08,935,886,49,0
08/03/2024,09,935,886,49,0
08/03/2024,10,935,896,39,0
08/03/2024,11,935,896,39,0
08/03/2024,12,935,896,39,0
08/03/2024,13,935,895,40,-25
08/03/2024,14,935,894,41,-25
08/03/2024,15,595,500,95,-25
08/03/2024,16,496,400,96,-25
08/03/2024,17,272,150,122,-25
08/03/2024,18,149,0,149,-25
08/03/2024,19,149,0,149,-25
08/03/2024,20,199,50,149,-25
08/03/2024,21,187,100,87,-25
08/03/2024,22,334,300,34,0
08/03/2024,23,584,550,34,0
08/03/2024,24,834,750,84,0
08/04/2024,01,935,827,108,0
08/04/2024,02,772,800,-28,-50
08/04/2024,03,772,800,-28,-50
08/04/2024,04,572,600,-28,-50
08/04/2024,05,622,600,22,-50
08/04/2024,06,622,600,22,-50
08/04/2024,07,622,600,22,-50
08/04/2024,08,327,250,77,-50
08/04/2024,09,452,350,102,-50
08/04/2024,10,602,500,102,-50
08/04/2024,11,702,600,102,-50
08/04/2024,12,702,600,102,-50
08/04/2024,13,602,500,102,-50
08/04/2024,14,502,400,102,-50
08/04/2024,15,402,300,102,-50
08/04/2024,16,302,200,102,-50
08/04/2024,17,152,50,102,-50
08/04/2024,18,152,50,102,-50
08/04/2024,19,152,50,102,-50
08/04/2024,20,152,50,102,-50
08/04/2024,21,302,200,102,-50
08/04/2024,22,602,500,102,-50
08/04/2024,23,852,750,102,-50
08/04/2024,24,935,843,92,-50
08/05/2024,01,917,843,74,-50
08/05/2024,02,935,843,92,-50
08/05/2024,03,935,804,131,-50
08/05/2024,04,935,858,77,-50
08/05/2024,05,935,886,49,-50
08/05/2024,06,935,871,64,-50
08/05/2024,07,935,871,64,-50
08/05/2024,08,935,843,92,-50
08/05/2024,09,935,843,92,-50
08/05/2024,10,935,843,92,-50
08/05/2024,11,935,843,92,-50
08/05/2024,12,935,843,92,-50
08/05/2024,13,935,843,92,-50
08/05/2024,14,935,843,92,-50
08/05/2024,15,935,843,92,-50
08/05/2024,16,852,750,102,-50
08/05/2024,17,665,500,165,-50
08/05/2024,18,415,250,165,-50
08/05/2024,19,496,294,202,-50
08/05/2024,20,436,250,186,-50
08/05/2024,21,662,500,162,-50
08/05/2024,22,935,747,188,-50
08/05/2024,23,935,843,92,-25
08/05/2024,24,935,843,92,-25
08/06/2024,01,935,843,92,-25
08/06/2024,02,935,851,84,-25
08/06/2024,03,935,851,84,-25
08/06/2024,04,935,851,84,-25
08/06/2024,05,935,851,84,-25
08/06/2024,06,935,851,84,-25
08/06/2024,07,762,670,92,-25
08/06/2024,08,642,550,92,-25
08/06/2024,09,542,450,92,-25
08/06/2024,10,467,375,92,-25
08/06/2024,11,267,175,92,-25
08/06/2024,12,272,170,102,-25
08/06/2024,13,322,220,102,-25
08/06/2024,14,352,250,102,15
08/06/2024,15,479,350,129,15
08/06/2024,16,555,400,155,0
08/06/2024,17,708,500,208,0
08/06/2024,18,708,500,208,0
08/06/2024,19,808,600,208,-34
08/06/2024,20,778,600,178,-34
08/06/2024,21,732,600,132,-34
08/06/2024,22,692,600,92,-34
08/06/2024,23,777,750,27,-50
08/06/2024,24,623,600,23,-50
08/07/2024,01,872,800,72,-25
08/07/2024,02,827,750,77,-25
08/07/2024,03,677,600,77,-25
08/07/2024,04,627,550,77,-25
08/07/2024,05,727,650,77,-25
08/07/2024,06,577,500,77,-25
08/07/2024,07,452,375,77,-25
08/07/2024,08,402,375,27,-25
08/07/2024,09,402,375,27,-40
08/07/2024,10,327,300,27,-40
08/07/2024,11,377,300,77,-40
08/07/2024,12,381,300,81,-50
08/07/2024,13,282,200,82,-50
08/07/2024,14,283,200,83,-50
08/07/2024,15,377,300,77,-50
08/07/2024,16,328,250,78,-50
08/07/2024,17,128,50,78,-50
08/07/2024,18,219,50,169,-50
08/07/2024,19,412,200,212,-50
08/07/2024,20,311,47,264,-69
08/07/2024,21,289,100,189,-69
08/07/2024,22,311,100,211,-69
08/07/2024,23,302,200,102,-50
08/07/2024,24,476,400,76,-50
08/08/2024,01,775,700,75,-50
08/08/2024,02,872,800,72,-50
08/08/2024,03,935,866,69,-50
08/08/2024,04,935,866,69,-50
08/08/2024,05,935,866,69,-50
08/08/2024,06,873,800,73,-50
08/08/2024,07,773,700,73,-50
08/08/2024,08,672,600,72,-50
08/08/2024,09,622,600,22,-50
08/08/2024,10,622,600,22,-50
08/08/2024,11,677,650,27,-50
08/08/2024,12,828,750,78,-25
08/08/2024,13,778,700,78,-25
08/08/2024,14,779,700,79,-25
08/08/2024,15,729,650,79,-25
08/08/2024,16,529,450,79,-25
08/08/2024,17,279,200,79,-25
08/08/2024,18,229,150,79,-25
08/08/2024,19,128,50,78,-25
08/08/2024,20,131,0,131,-25
08/08/2024,21,180,50,130,-25
08/08/2024,22,377,300,77,-25
08/08/2024,23,526,450,76,-25
08/08/2024,24,775,700,75,-25
08/09/2024,01,935,866,69,-25
08/09/2024,02,935,911,24,-25
08/09/2024,03,935,911,24,0
08/09/2024,04,935,911,24,0
08/09/2024,05,935,911,24,0
08/09/2024,06,935,912,23,0
08/09/2024,07,935,912,23,-25
08/09/2024,08,935,866,69,-25
08/09/2024,09,935,865,70,-25
08/09/2024,10,935,865,70,-25
08/09/2024,11,935,859,76,-25
08/09/2024,12,935,862,73,-25
08/09/2024,13,935,858,77,-25
08/09/2024,14,829,750,79,-25
08/09/2024,15,754,675,79,-25
08/09/2024,16,654,575,79,-25
08/09/2024,17,554,475,79,-25
08/09/2024,18,379,300,79,-25
08/09/2024,19,378,300,78,-25
08/09/2024,20,278,200,78,-25
08/09/2024,21,177,100,77,0
08/09/2024,22,352,275,77,0
08/09/2024,23,726,650,76,-25
08/09/2024,24,935,911,24,-25
08/10/2024,01,935,911,24,-25
08/10/2024,02,935,911,24,0
08/10/2024,03,935,911,24,0
08/10/2024,04,935,911,24,0
08/10/2024,05,935,911,24,0
08/10/2024,06,935,912,23,0
08/10/2024,07,935,887,48,0
08/10/2024,08,935,866,69,0
08/10/2024,09,935,865,70,0
08/10/2024,10,935,865,70,0
08/10/2024,11,935,864,71,0
08/10/2024,12,935,863,72,0
08/10/2024,13,935,863,72,0
08/10/2024,14,935,862,73,0
08/10/2024,15,935,862,73,0
08/10/2024,16,935,862,73,0
08/10/2024,17,779,700,79,0
08/10/2024,18,554,475,79,0
08/10/2024,19,253,175,78,0
08/10/2024,20,153,75,78,-25
08/10/2024,21,77,0,77,-25
08/10/2024,22,277,200,77,-25
08/10/2024,23,626,550,76,-25
08/10/2024,24,935,911,24,-25
08/11/2024,01,935,911,24,-25
08/11/2024,02,935,891,44,-25
08/11/2024,03,935,891,44,0
08/11/2024,04,935,891,44,0
08/11/2024,05,935,891,44,0
08/11/2024,06,935,891,44,0
08/11/2024,07,935,891,44,0
08/11/2024,08,796,750,46,0
08/11/2024,09,721,675,46,0
08/11/2024,10,871,825,46,0
08/11/2024,11,796,750,46,0
08/11/2024,12,546,500,46,0
08/11/2024,13,446,400,46,0
08/11/2024,14,751,700,51,0
08/11/2024,15,651,600,51,0
08/11/2024,16,351,300,51,0
08/11/2024,17,101,50,51,0
08/11/2024,18,26,-25,51,0
08/11/2024,19,26,-25,51,-25
08/11/2024,20,26,-25,51,-50
08/11/2024,21,51,0,51,-50
08/11/2024,22,151,100,51,-100
08/11/2024,23,301,200,101,-75
08/11/2024,24,651,600,51,-50
08/12/2024,01,935,887,48,-25
08/12/2024,02,935,887,48,0
08/12/2024,03,935,887,48,0
08/12/2024,04,935,887,48,0
08/12/2024,05,935,887,48,0
08/12/2024,06,901,850,51,0
08/12/2024,07,886,835,51,0
08/12/2024,08,650,650,0,-25
08/12/2024,09,450,450,0,-25
08/12/2024,10,200,200,0,-25
08/12/2024,11,100,100,0,0
08/12/2024,12,50,50,0,0
08/12/2024,13,50,50,0,0
08/12/2024,14,25,0,25,0
08/12/2024,15,25,0,25,0
08/12/2024,16,-25,-50,25,0
08/12/2024,17,-75,-75,0,0
08/12/2024,18,-25,-25,0,-50
08/12/2024,19,-50,-25,-25,-75
08/12/2024,20,-175,-150,-25,-75
08/12/2024,21,-150,-125,-25,-25
08/12/2024,22,-25,-25,0,-25
08/12/2024,23,300,300,0,-25
08/12/2024,24,651,600,51,-25
08/13/2024,01,886,835,51,-50
08/13/2024,02,672,620,52,-50
08/13/2024,03,632,580,52,-50
08/13/2024,04,442,390,52,-50
08/13/2024,05,467,415,52,-50
08/13/2024,06,457,405,52,-50
08/13/2024,07,572,520,52,-25
08/13/2024,08,625,600,25,-25
08/13/2024,09,525,500,25,0
08/13/2024,10,425,400,25,0
08/13/2024,11,534,500,34,0
08/13/2024,12,485,450,35,0
08/13/2024,13,460,450,10,0
08/13/2024,14,411,400,11,0
08/13/2024,15,361,350,11,0
08/13/2024,16,436,400,36,0
08/13/2024,17,225,200,25,0
08/13/2024,18,25,0,25,50
08/13/2024,19,-125,-150,25,0
08/13/2024,20,-75,-100,25,-25
08/13/2024,21,-190,-200,10,-25
08/13/2024,22,-115,-125,10,-25
08/13/2024,23,0,-25,25,-25
08/13/2024,24,-123,-25,-98,-25
08/14/2024,01,77,100,-23,-25
08/14/2024,02,452,400,52,0
08/14/2024,03,552,500,52,0
08/14/2024,04,552,500,52,0
08/14/2024,05,552,500,52,0
08/14/2024,06,402,350,52,0
08/14/2024,07,352,300,52,0
08/14/2024,08,352,300,52,0
08/14/2024,09,402,350,52,0
08/14/2024,10,402,350,52,0
08/14/2024,11,452,400,52,0
08/14/2024,12,302,250,52,0
08/14/2024,13,502,450,52,0
08/14/2024,14,502,450,52,0
08/14/2024,15,502,450,52,0
08/14/2024,16,502,450,52,0
08/14/2024,17,202,150,52,50
08/14/2024,18,102,50,52,50
08/14/2024,19,-73,-125,52,0
08/14/2024,20,-173,-225,52,0
08/14/2024,21,-173,-225,52,0
08/14/2024,22,-48,-100,52,0
08/14/2024,23,202,150,52,0
08/14/2024,24,352,300,52,0
08/15/2024,01,352,300,52,0
08/15/2024,02,627,575,52,0
08/15/2024,03,827,775,52,0
08/15/2024,04,852,800,52,0
08/15/2024,05,852,800,52,0
08/15/2024,06,727,675,52,0
08/15/2024,07,652,600,52,0
08/15/2024,08,600,600,0,0
08/15/2024,09,500,500,0,0
08/15/2024,10,500,500,0,-100
08/15/2024,11,600,600,0,-7
08/15/2024,12,450,450,0,0
08/15/2024,13,450,450,0,0
08/15/2024,14,450,450,0,0
08/15/2024,15,450,450,0,0
08/15/2024,16,500,500,0,0
08/15/2024,17,375,375,0,0
08/15/2024,18,-25,-25,0,0
08/15/2024,19,-25,-25,0,0
08/15/2024,20,0,0,0,0
08/15/2024,21,100,100,0,0
08/15/2024,22,250,250,0,0
08/15/2024,23,400,400,0,0
08/15/2024,24,652,600,52,0
08/16/2024,01,935,886,49,-25
08/16/2024,02,935,886,49,-25
08/16/2024,03,935,886,49,-25
08/16/2024,04,935,886,49,-25
08/16/2024,05,935,886,49,-25
08/16/2024,06,935,886,49,-25
08/16/2024,07,352,300,52,-25
08/16/2024,08,77,0,77,-25
08/16/2024,09,77,0,77,0
08/16/2024,10,77,0,77,0
08/16/2024,11,127,50,77,0
08/16/2024,12,227,150,77,34
08/16/2024,13,277,200,77,34
08/16/2024,14,452,350,102,0
08/16/2024,15,452,350,102,0
08/16/2024,16,407,225,182,0
08/16/2024,17,481,300,181,0
08/16/2024,18,381,200,181,0
08/16/2024,19,56,-125,181,-25
08/16/2024,20,156,-25,181,-25
08/16/2024,21,181,0,181,-25
08/16/2024,22,130,0,130,-25
08/16/2024,23,256,100,156,-25
08/16/2024,24,431,300,131,-25
08/17/2024,01,631,500,131,-25
08/17/2024,02,804,700,104,-25
08/17/2024,03,935,841,94,-25
08/17/2024,04,935,841,94,-25
08/17/2024,05,935,841,94,-25
08/17/2024,06,731,600,131,-25
08/17/2024,07,731,600,131,-25
08/17/2024,08,703,600,103,-25
08/17/2024,09,677,600,77,-25
08/17/2024,10,677,600,77,-25
08/17/2024,11,827,750,77,-25
08/17/2024,12,935,801,134,-25
08/17/2024,13,935,801,134,-25
08/17/2024,14,935,801,134,-25
08/17/2024,15,935,798,137,-25
08/17/2024,16,752,675,77,-25
08/17/2024,17,577,500,77,-25
08/17/2024,18,227,150,77,0
08/17/2024,19,106,-50,156,0
08/17/2024,20,2,-75,77,0
08/17/2024,21,27,-50,77,0
08/17/2024,22,52,-25,77,0
08/17/2024,23,182,0,182,-25
08/17/2024,24,257,100,157,-25
08/18/2024,01,357,200,157,-25
08/18/2024,02,323,300,23,-25
08/18/2024,03,400,400,0,-25
08/18/2024,04,450,450,0,-25
08/18/2024,05,450,450,0,-25
08/18/2024,06,350,350,0,-25
08/18/2024,07,500,500,0,-25
08/18/2024,08,500,500,0,-25
08/18/2024,09,400,400,0,-25
08/18/2024,10,400,400,0,-25
08/18/2024,11,550,550,0,-25
08/18/2024,12,750,750,0,-25
08/18/2024,13,775,775,0,-25
08/18/2024,14,675,675,0,-25
08/18/2024,15,475,475,0,-25
08/18/2024,16,350,350,0,-25
08/18/2024,17,100,100,0,-25
08/18/2024,18,152,100,52,-25
08/18/2024,19,27,-25,52,-25
08/18/2024,20,-23,-75,52,-25
08/18/2024,21,52,0,52,-25
08/18/2024,22,102,50,52,-25
08/18/2024,23,252,200,52,-25
08/18/2024,24,552,500,52,-25
08/19/2024,01,827,775,52,-25
08/19/2024,02,935,886,49,-25
08/19/2024,03,935,886,49,-25
08/19/2024,04,935,886,49,-25
08/19/2024,05,802,750,52,-25
08/19/2024,06,802,750,52,-25
08/19/2024,07,802,750,52,-25
08/19/2024,08,552,500,52,-25
08/19/2024,09,552,500,52,-25
08/19/2024,10,152,100,52,-25
08/19/2024,11,152,100,52,-25
08/19/2024,12,52,0,52,0
08/19/2024,13,-23,0,-23,0
08/19/2024,14,-23,0,-23,0
08/19/2024,15,-23,0,-23,0
08/19/2024,16,-115,-40,-75,0
08/19/2024,17,-165,-90,-75,0
08/19/2024,18,-300,-150,-150,0
08/19/2024,19,-415,-290,-125,0
08/19/2024,20,-386,-290,-96,0
08/19/2024,21,-98,-100,2,0
08/19/2024,22,-98,-100,2,-25
08/19/2024,23,2,-50,52,-25
08/19/2024,24,452,400,52,-25
08/20/2024,01,938,889,49,-25
08/20/2024,02,935,843,92,-25
08/20/2024,03,935,843,92,-3
08/20/2024,04,935,843,92,0
08/20/2024,05,934,842,92,50
08/20/2024,06,935,843,92,50
08/20/2024,07,935,843,92,50
08/20/2024,08,935,843,92,0
08/20/2024,09,935,843,92,0
08/20/2024,10,287,185,102,0
08/20/2024,11,287,185,102,0
08/20/2024,12,102,0,102,0
08/20/2024,13,102,0,102,0
08/20/2024,14,52,0,52,0
08/20/2024,15,-123,0,-123,-50
08/20/2024,16,-123,0,-123,-50
08/20/2024,17,52,100,-48,-25
08/20/2024,18,152,100,52,-50
08/20/2024,19,102,0,102,-110
08/20/2024,20,2,0,2,-85
08/20/2024,21,52,0,52,-85
08/20/2024,22,50,0,50,-85
08/20/2024,23,102,0,102,-85
08/20/2024,24,152,50,102,0
08/21/2024,01,287,185,102,0
08/21/2024,02,287,185,102,0
08/21/2024,03,287,185,102,0
08/21/2024,04,287,185,102,0
08/21/2024,05,287,185,102,0
08/21/2024,06,287,185,102,0
08/21/2024,07,287,185,102,0
08/21/2024,08,202,100,102,0
08/21/2024,09,202,100,102,0
08/21/2024,10,152,50,102,-30
08/21/2024,11,202,100,102,-30
08/21/2024,12,102,0,102,-30
08/21/2024,13,227,100,127,-30
08/21/2024,14,227,100,127,-30
08/21/2024,15,177,50,127,-30
08/21/2024,16,162,50,112,-30
08/21/2024,17,312,185,127,-30
08/21/2024,18,262,185,77,-30
08/21/2024,19,102,50,52,-110
08/21/2024,20,52,0,52,-110
08/21/2024,21,52,0,52,-110
08/21/2024,22,231,100,131,-45
08/21/2024,23,316,185,131,-25
08/21/2024,24,152,50,102,-25
08/22/2024,01,102,0,102,-25
08/22/2024,02,152,100,52,-25
08/22/2024,03,237,185,52,-25
08/22/2024,04,237,185,52,-25
08/22/2024,05,237,185,52,-25
08/22/2024,06,237,185,52,-25
08/22/2024,07,237,185,52,-25
08/22/2024,08,187,185,2,-25
08/22/2024,09,52,50,2,-25
08/22/2024,10,2,0,2,-25
08/22/2024,11,2,0,2,-25
08/22/2024,12,2,0,2,-30
08/22/2024,13,2,0,2,-30
08/22/2024,14,-48,0,-48,-30
08/22/2024,15,-151,0,-151,-30
08/22/2024,16,-151,0,-151,-30
08/22/2024,17,-124,0,-124,-80
08/22/2024,18,-99,0,-99,-115
08/22/2024,19,-146,0,-146,-115
08/22/2024,20,-149,0,-149,-115
08/22/2024,21,-121,0,-121,-147
08/22/2024,22,-72,0,-72,-75
08/22/2024,23,2,0,2,-75
08/22/2024,24,52,0,52,-75
08/23/2024,01,52,0,52,-25
08/23/2024,02,152,100,52,-25
08/23/2024,03,237,185,52,0
08/23/2024,04,237,185,52,0
08/23/2024,05,287,185,102,0
08/23/2024,06,287,185,102,0
08/23/2024,07,237,185,52,0
08/23/2024,08,237,185,52,-25
08/23/2024,09,237,185,52,-25
08/23/2024,10,237,185,52,-25
08/23/2024,11,237,185,52,-50
08/23/2024,12,237,185,52,-50
08/23/2024,13,237,185,52,-50
08/23/2024,14,237,185,52,-50
08/23/2024,15,237,185,52,-50
08/23/2024,16,237,185,52,-50
08/23/2024,17,212,185,27,-50
08/23/2024,18,237,185,52,-50
08/23/2024,19,237,185,52,-50
08/23/2024,20,207,185,22,-50
08/23/2024,21,207,185,22,-50
08/23/2024,22,207,185,22,-50
08/23/2024,23,217,185,32,-33
08/23/2024,24,102,50,52,0
08/24/2024,01,102,50,52,0
08/24/2024,02,52,0,52,0
08/24/2024,03,102,50,52,0
08/24/2024,04,113,61,52,0
08/24/2024,05,113,61,52,0
08/24/2024,06,113,61,52,0
08/24/2024,07,138,86,52,0
08/24/2024,08,302,300,2,0
08/24/2024,09,185,185,0,0
08/24/2024,10,175,175,0,0
08/24/2024,11,237,185,52,0
08/24/2024,12,337,285,52,0
08/24/2024,13,502,450,52,0
08/24/2024,14,602,550,52,0
08/24/2024,15,802,750,52,0
08/24/2024,16,854,750,104,0
08/24/2024,17,754,650,104,100
08/24/2024,18,104,0,104,147
08/24/2024,19,28,0,28,147
08/24/2024,20,2,0,2,147
08/24/2024,21,2,0,2,147
08/24/2024,22,54,0,54,147
08/24/2024,23,54,0,54,147
08/24/2024,24,54,0,54,147
08/25/2024,01,129,25,104,147
08/25/2024,02,402,300,102,147
08/25/2024,03,377,275,102,147
08/25/2024,04,484,382,102,147
08/25/2024,05,544,442,102,147
08/25/2024,06,504,402,102,147
08/25/2024,07,468,366,102,147
08/25/2024,08,606,504,102,147
08/25/2024,09,717,615,102,147
08/25/2024,10,422,320,102,0
08/25/2024,11,554,452,102,0
08/25/2024,12,711,609,102,0
08/25/2024,13,605,503,102,0
08/25/2024,14,565,463,102,0
08/25/2024,15,352,250,102,-25
08/25/2024,16,202,100,102,-50
08/25/2024,17,72,-30,102,-50
08/25/2024,18,-28,-130,102,-50
08/25/2024,19,-108,-210,102,-50
08/25/2024,20,-155,-205,50,-50
08/25/2024,21,-155,-205,50,-50
08/25/2024,22,102,0,102,-25
08/25/2024,23,102,0,102,-25
08/25/2024,24,252,150,102,-25
08/26/2024,01,277,175,102,0
08/26/2024,02,377,275,102,0
08/26/2024,03,102,0,102,0
08/26/2024,04,102,0,102,0
08/26/2024,05,102,0,102,0
08/26/2024,06,102,0,102,0
08/26/2024,07,102,0,102,0
08/26/2024,08,302,200,102,0
08/26/2024,09,302,200,102,0
08/26/2024,10,302,200,102,147
08/26/2024,11,302,200,102,147
08/26/2024,12,489,300,189,147
08/26/2024,13,629,442,187,153
08/26/2024,14,589,400,189,147
08/26/2024,15,542,440,102,147
08/26/2024,16,642,540,102,147
08/26/2024,17,669,540,129,147
08/26/2024,18,479,340,139,147
08/26/2024,19,329,200,129,147
08/26/2024,20,102,0,102,147
08/26/2024,21,202,100,102,0
08/26/2024,22,302,200,102,0
08/26/2024,23,502,400,102,0
08/26/2024,24,502,400,102,0
08/27/2024,01,402,300,102,28
08/27/2024,02,377,300,77,28
08/27/2024,03,227,150,77,28
08/27/2024,04,277,200,77,28
08/27/2024,05,252,175,77,28
08/27/2024,06,177,100,77,28
08/27/2024,07,327,250,77,28
08/27/2024,08,377,325,52,28
08/27/2024,09,382,250,132,147
08/27/2024,10,407,275,132,147
08/27/2024,11,282,150,132,147
08/27/2024,12,252,200,52,147
08/27/2024,13,302,250,52,147
08/27/2024,14,452,400,52,147
08/27/2024,15,252,200,52,147
08/27/2024,16,202,150,52,147
08/27/2024,17,352,300,52,147
08/27/2024,18,352,300,52,147
08/27/2024,19,352,300,52,147
08/27/2024,20,280,187,93,147
08/27/2024,21,380,287,93,147
08/27/2024,22,352,300,52,147
08/27/2024,23,352,300,52,28
08/27/2024,24,677,600,77,0
08/28/2024,01,777,700,77,0
08/28/2024,02,935,886,49,0
08/28/2024,03,935,886,49,0
08/28/2024,04,935,886,49,0
08/28/2024,05,652,600,52,0
08/28/2024,06,627,575,52,0
08/28/2024,07,227,175,52,0
08/28/2024,08,377,300,77,0
08/28/2024,09,577,500,77,0
08/28/2024,10,383,300,83,147
08/28/2024,11,284,250,34,147
08/28/2024,12,-48,-50,2,0
08/28/2024,13,-23,-25,2,147
08/28/2024,14,102,100,2,147
08/28/2024,15,102,50,52,122
08/28/2024,16,102,50,52,-25
08/28/2024,17,77,50,27,-25
08/28/2024,18,102,100,2,-25
08/28/2024,19,102,100,2,0
08/28/2024,20,152,150,2,0
08/28/2024,21,202,200,2,0
08/28/2024,22,402,400,2,0
08/28/2024,23,572,600,-28,0
08/28/2024,24,347,400,-53,0
08/29/2024,01,492,500,-8,0
08/29/2024,02,517,525,-8,0
08/29/2024,03,517,525,-8,0
08/29/2024,04,431,462,-31,0
08/29/2024,05,431,462,-31,0
08/29/2024,06,194,225,-31,0
08/29/2024,07,394,425,-31,0
08/29/2024,08,419,450,-31,0
08/29/2024,09,119,100,19,0
08/29/2024,10,457,450,7,0
08/29/2024,11,442,450,-8,0
08/29/2024,12,652,600,52,0
08/29/2024,13,552,500,52,0
08/29/2024,14,552,500,52,0
08/29/2024,15,352,300,52,0
08/29/2024,16,352,300,52,0
08/29/2024,17,152,100,52,0
08/29/2024,18,52,0,52,0
08/29/2024,19,52,0,52,-30
08/29/2024,20,-23,-75,52,-75
08/29/2024,21,-25,-25,0,-75
08/29/2024,22,25,25,0,-75
08/29/2024,23,-36,-25,-11,-75
08/29/2024,24,-13,0,-13,-75
08/30/2024,01,52,0,52,-25
08/30/2024,02,202,100,102,-25
08/30/2024,03,252,150,102,0
08/30/2024,04,352,250,102,0
08/30/2024,05,302,200,102,0
08/30/2024,06,302,200,102,0
08/30/2024,07,302,200,102,0
08/30/2024,08,302,200,102,0
08/30/2024,09,202,100,102,-50
08/30/2024,10,252,200,52,-50
08/30/2024,11,302,200,102,0
08/30/2024,12,402,300,102,0
08/30/2024,13,502,400,102,0
08/30/2024,14,502,400,102,0
08/30/2024,15,502,400,102,0
08/30/2024,16,502,400,102,0
08/30/2024,17,402,300,102,0
08/30/2024,18,202,100,102,0
08/30/2024,19,77,25,52,-30
08/30/2024,20,-25,-25,0,-75
08/30/2024,21,-25,-25,0,-75
08/30/2024,22,25,-25,50,-75
08/30/2024,23,177,75,102,-25
08/30/2024,24,252,150,102,-25
08/31/2024,01,402,300,102,-25
08/31/2024,02,377,275,102,-25
08/31/2024,03,402,300,102,-25
08/31/2024,04,327,225,102,-25
08/31/2024,05,402,300,102,-25
08/31/2024,06,452,350,102,-25
08/31/2024,07,302,200,102,-25
08/31/2024,08,302,200,102,-25
08/31/2024,09,402,300,102,-25
08/31/2024,10,402,300,102,-25
08/31/2024,11,402,300,102,-25
08/31/2024,12,352,250,102,-25
08/31/2024,13,152,50,102,-25
08/31/2024,14,202,100,102,-60
08/31/2024,15,252,150,102,-60
08/31/2024,16,202,100,102,-60
08/31/2024,17,152,50,102,-60
08/31/2024,18,-38,-100,62,-60
08/31/2024,19,-208,-200,-8,-60
08/31/2024,20,-88,-100,12,-110
08/31/2024,21,-13,-25,12,-60
08/31/2024,22,102,0,102,-60
08/31/2024,23,77,0,77,-30
08/31/2024,24,302,250,52,-30
09/01/2024,01,602,500,102,0
09/01/2024,02,702,650,52,0
09/01/2024,03,935,886,49,0
09/01/2024,04,935,886,49,0
09/01/2024,05,935,886,49,0
09/01/2024,06,935,886,49,0
09/01/2024,07,783,731,52,0
09/01/2024,08,727,675,52,0
09/01/2024,09,935,886,49,0
09/01/2024,10,935,886,49,0
09/01/2024,11,935,886,49,0
09/01/2024,12,752,700,52,0
09/01/2024,13,752,700,52,0
09/01/2024,14,702,650,52,0
09/01/2024,15,652,600,52,0
09/01/2024,16,652,600,52,0
09/01/2024,17,202,200,2,0
09/01/2024,18,-273,-50,-223,-153
09/01/2024,19,-290,-100,-190,-153
09/01/2024,20,-481,-317,-164,-153
09/01/2024,21,-481,-356,-125,-153
09/01/2024,22,-481,-356,-125,-153
09/01/2024,23,-477,-352,-125,-153
09/01/2024,24,-48,-50,2,-153
09/02/2024,01,-90,0,-90,-153
09/02/2024,02,219,250,-31,-75
09/02/2024,03,317,350,-33,-75
09/02/2024,04,402,350,52,-153
09/02/2024,05,402,350,52,-153
09/02/2024,06,402,350,52,-153
09/02/2024,07,352,300,52,-100
09/02/2024,08,552,500,52,-100
09/02/2024,09,752,700,52,-100
09/02/2024,10,652,600,52,-100
09/02/2024,11,452,400,52,-75
09/02/2024,12,252,200,52,-50
09/02/2024,13,52,0,52,-50
09/02/2024,14,2,-50,52,-57
09/02/2024,15,-48,-100,52,75
09/02/2024,16,-173,-225,52,147
09/02/2024,17,-503,-470,-33,147
09/02/2024,18,-500,-458,-42,147
09/02/2024,19,-484,-443,-41,100
09/02/2024,20,-485,-440,-45,100
09/02/2024,21,-479,-388,-91,70
09/02/2024,22,-479,-381,-98,-50
09/02/2024,23,-198,-100,-98,-50
09/02/2024,24,52,0,52,-50
09/03/2024,01,52,0,52,0
09/03/2024,02,277,225,52,0
09/03/2024,03,302,250,52,0
09/03/2024,04,227,175,52,0
09/03/2024,05,258,206,52,0
09/03/2024,06,327,275,52,0
09/03/2024,07,277,225,52,0
09/03/2024,08,502,400,102,0
09/03/2024,09,702,600,102,0
09/03/2024,10,537,435,102,0
09/03/2024,11,537,435,102,0
09/03/2024,12,562,435,127,0
09/03/2024,13,562,435,127,0
09/03/2024,14,562,435,127,84
09/03/2024,15,402,300,102,84
09/03/2024,16,152,150,2,0
09/03/2024,17,2,0,2,-75
09/03/2024,18,-293,-125,-168,-75
09/03/2024,19,-340,-175,-165,-75
09/03/2024,20,-522,-421,-101,-75
09/03/2024,21,-248,-150,-98,-75
09/03/2024,22,-148,-200,52,-100
09/03/2024,23,102,0,102,-75
09/03/2024,24,202,150,52,-50
09/04/2024,01,352,300,52,-25
09/04/2024,02,452,350,102,-25
09/04/2024,03,537,435,102,-25
09/04/2024,04,537,435,102,0
09/04/2024,05,537,435,102,0
09/04/2024,06,537,435,102,0
09/04/2024,07,537,435,102,0
