Date,(HE),FFR Net Schedule (MW),BC Intertie (MW),MATL Intertie (MW), SASK Intertie (MW)
08/15/2025,16,512,385,127,0
08/15/2025,17,512,385,127,0
08/15/2025,18,634,385,249,0
08/15/2025,19,594,385,209,0
08/15/2025,20,594,385,209,0
08/15/2025,21,632,385,247,0
08/15/2025,22,629,385,244,0
08/15/2025,23,635,385,250,0
08/15/2025,24,651,384,267,0
08/16/2025,01,600,385,215,0
08/16/2025,02,594,385,209,0
08/16/2025,03,608,385,223,0
08/16/2025,04,607,385,222,0
08/16/2025,05,608,385,223,0
08/16/2025,06,620,385,235,0
08/16/2025,07,609,385,224,0
08/16/2025,08,547,385,162,0
08/16/2025,09,553,385,168,0
08/16/2025,10,553,385,168,0
08/16/2025,11,536,385,151,0
08/16/2025,12,535,385,150,0
08/16/2025,13,515,385,130,0
08/16/2025,14,533,385,148,0
08/16/2025,15,496,385,111,0
08/16/2025,16,541,385,156,0
08/16/2025,17,503,385,118,0
08/16/2025,18,552,385,167,0
08/16/2025,19,599,385,214,0
08/16/2025,20,516,385,131,0
08/16/2025,21,521,385,136,0
08/16/2025,22,594,385,209,0
08/16/2025,23,611,385,226,0
08/16/2025,24,616,385,231,0
08/17/2025,01,634,385,249,0
08/17/2025,02,636,385,251,0
08/17/2025,03,638,385,253,0
08/17/2025,04,638,385,253,0
08/17/2025,05,639,385,254,0
08/17/2025,06,585,385,200,0
08/17/2025,07,580,385,195,0
08/17/2025,08,549,385,164,0
08/17/2025,09,553,385,168,0
08/17/2025,10,564,385,179,0
08/17/2025,11,528,385,143,0
08/17/2025,12,539,385,154,0
08/17/2025,13,547,385,162,0
08/17/2025,14,546,385,161,0
08/17/2025,15,423,262,161,0
08/17/2025,16,322,162,160,0
08/17/2025,17,273,112,161,0
08/17/2025,18,101,0,101,0
08/17/2025,19,27,-50,77,0
08/17/2025,20,-199,-200,1,0
08/17/2025,21,-249,-225,-24,0
08/17/2025,22,-148,-175,27,0
08/17/2025,23,227,125,102,0
08/17/2025,24,227,125,102,0
08/18/2025,01,414,312,102,0
08/18/2025,02,486,385,101,0
08/18/2025,03,486,385,101,0
08/18/2025,04,486,385,101,0
08/18/2025,05,562,385,177,0
08/18/2025,06,562,385,177,0
08/18/2025,07,413,312,101,0
08/18/2025,08,426,325,101,0
08/18/2025,09,326,225,101,0
08/18/2025,10,376,275,101,0
08/18/2025,11,276,175,101,0
08/18/2025,12,276,175,101,0
08/18/2025,13,276,175,101,0
08/18/2025,14,486,385,101,0
08/18/2025,15,486,385,101,0
08/18/2025,16,226,175,51,0
08/18/2025,17,201,150,51,0
08/18/2025,18,1,25,-24,0
08/18/2025,19,-175,-100,-75,0
08/18/2025,20,-348,-225,-123,0
08/18/2025,21,-473,-350,-123,0
08/18/2025,22,-398,-275,-123,0
08/18/2025,23,-73,-100,27,0
08/18/2025,24,177,75,102,0
08/19/2025,01,306,162,144,0
08/19/2025,02,265,105,160,0
08/19/2025,03,272,112,160,0
08/19/2025,04,271,112,159,0
08/19/2025,05,281,125,156,0
08/19/2025,06,193,75,118,0
08/19/2025,07,143,25,118,0
08/19/2025,08,243,125,118,0
08/19/2025,09,193,125,68,0
08/19/2025,10,93,25,68,0
08/19/2025,11,68,-25,93,0
08/19/2025,12,93,-25,118,0
08/19/2025,13,243,125,118,0
08/19/2025,14,193,75,118,0
08/19/2025,15,240,122,118,0
08/19/2025,16,240,122,118,0
08/19/2025,17,118,0,118,0
08/19/2025,18,-109,-100,-9,0
08/19/2025,19,-431,-309,-122,0
08/19/2025,20,-444,-309,-135,0
08/19/2025,21,-428,-282,-146,0
08/19/2025,22,-223,-150,-73,0
08/19/2025,23,-159,-125,-34,0
08/19/2025,24,118,0,118,0
08/20/2025,01,280,162,118,0
08/20/2025,02,512,385,127,0
08/20/2025,03,529,402,127,0
08/20/2025,04,512,385,127,0
08/20/2025,05,512,385,127,0
08/20/2025,06,512,385,127,0
08/20/2025,07,512,385,127,0
08/20/2025,08,564,385,179,0
08/20/2025,09,564,385,179,0
08/20/2025,10,564,385,179,0
08/20/2025,11,564,385,179,0
08/20/2025,12,564,385,179,0
08/20/2025,13,564,385,179,0
08/20/2025,14,564,385,179,0
08/20/2025,15,564,385,179,0
08/20/2025,16,564,385,179,0
08/20/2025,17,532,385,147,0
08/20/2025,18,405,262,143,0
08/20/2025,19,373,254,119,0
08/20/2025,20,265,162,103,0
08/20/2025,21,215,112,103,0
08/20/2025,22,278,125,153,0
08/20/2025,23,365,212,153,0
08/20/2025,24,389,262,127,0
08/21/2025,01,515,388,127,0
08/21/2025,02,575,385,190,0
08/21/2025,03,575,385,190,0
08/21/2025,04,575,385,190,0
08/21/2025,05,575,385,190,0
08/21/2025,06,558,384,174,0
08/21/2025,07,351,162,189,0
08/21/2025,08,287,160,127,0
08/21/2025,09,387,260,127,0
08/21/2025,10,512,385,127,0
08/21/2025,11,537,385,152,0
08/21/2025,12,570,385,185,0
08/21/2025,13,569,385,184,0
08/21/2025,14,564,385,179,0
08/21/2025,15,565,385,180,0
08/21/2025,16,616,385,231,0
08/21/2025,17,663,385,278,0
08/21/2025,18,620,385,235,0
08/21/2025,19,640,362,278,0
08/21/2025,20,510,262,248,0
08/21/2025,21,620,362,258,0
08/21/2025,22,715,547,168,0
08/21/2025,23,790,562,228,0
08/21/2025,24,784,562,222,0
08/22/2025,01,934,712,222,0
08/22/2025,02,923,762,161,0
08/22/2025,03,935,800,135,0
08/22/2025,04,935,800,135,0
08/22/2025,05,935,800,135,0
08/22/2025,06,935,800,135,0
08/22/2025,07,935,800,135,0
08/22/2025,08,935,779,156,0
08/22/2025,09,821,660,161,0
08/22/2025,10,706,545,161,0
08/22/2025,11,821,660,161,0
08/22/2025,12,921,760,161,0
08/22/2025,13,571,410,161,0
08/22/2025,14,558,397,161,0
08/22/2025,15,546,385,161,0
08/22/2025,16,486,325,161,0
08/22/2025,17,239,162,77,0
08/22/2025,18,-11,-38,27,0
08/22/2025,19,-123,-150,27,0
08/22/2025,20,-470,-497,27,0
08/22/2025,21,-456,-483,27,0
08/22/2025,22,-373,-400,27,0
08/22/2025,23,-73,-100,27,0
08/22/2025,24,202,125,77,0
08/23/2025,01,289,212,77,0
08/23/2025,02,544,362,182,0
08/23/2025,03,619,437,182,0
08/23/2025,04,669,487,182,0
08/23/2025,05,669,487,182,0
08/23/2025,06,744,562,182,0
08/23/2025,07,744,562,182,0
08/23/2025,08,854,672,182,0
08/23/2025,09,794,612,182,0
08/23/2025,10,567,385,182,0
08/23/2025,11,636,385,251,0
08/23/2025,12,635,385,250,0
08/23/2025,13,650,385,265,0
08/23/2025,14,650,385,265,0
08/23/2025,15,650,385,265,0
08/23/2025,16,650,385,265,0
08/23/2025,17,462,385,77,0
08/23/2025,18,352,275,77,0
08/23/2025,19,202,125,77,0
08/23/2025,20,192,25,167,0
08/23/2025,21,222,25,197,0
08/23/2025,22,329,162,167,0
08/23/2025,23,492,325,167,0
08/23/2025,24,689,562,127,0
08/24/2025,01,802,675,127,0
08/24/2025,02,935,766,169,0
08/24/2025,03,935,766,169,0
08/24/2025,04,935,766,169,0
08/24/2025,05,935,766,169,0
08/24/2025,06,935,766,169,0
08/24/2025,07,935,766,169,0
08/24/2025,08,910,741,169,0
08/24/2025,09,859,650,209,0
08/24/2025,10,826,587,239,0
08/24/2025,11,935,695,240,0
08/24/2025,12,935,698,237,0
08/24/2025,13,935,677,258,0
08/24/2025,14,935,727,208,0
08/24/2025,15,935,727,208,0
08/24/2025,16,784,512,272,0
08/24/2025,17,414,312,102,0
08/24/2025,18,139,62,77,0
08/24/2025,19,-23,-100,77,0
08/24/2025,20,-123,-200,77,0
08/24/2025,21,-23,-100,77,0
08/24/2025,22,2,-75,77,0
08/24/2025,23,239,162,77,0
08/24/2025,24,614,512,102,0
08/25/2025,01,814,712,102,0
08/25/2025,02,935,843,92,0
08/25/2025,03,935,735,200,0
08/25/2025,04,935,735,200,0
08/25/2025,05,935,766,169,0
08/25/2025,06,721,512,209,0
08/25/2025,07,519,312,207,0
08/25/2025,08,557,375,182,0
08/25/2025,09,202,125,77,0
08/25/2025,10,202,125,77,0
08/25/2025,11,402,325,77,0
08/25/2025,12,339,262,77,0
08/25/2025,13,139,62,77,0
08/25/2025,14,202,125,77,0
08/25/2025,15,2,-75,77,0
08/25/2025,16,-125,-175,50,0
08/25/2025,17,-439,-489,50,0
08/25/2025,18,-425,-380,-45,0
08/25/2025,19,-405,-362,-43,0
08/25/2025,20,-400,-380,-20,0
08/25/2025,21,-400,-358,-42,0
08/25/2025,22,-396,-396,0,0
08/25/2025,23,25,25,0,0
08/25/2025,24,460,385,75,0
08/26/2025,01,585,483,102,0
08/26/2025,02,512,385,127,0
08/26/2025,03,724,547,177,0
08/26/2025,04,539,362,177,0
08/26/2025,05,589,412,177,0
08/26/2025,06,489,312,177,0
08/26/2025,07,389,262,127,0
08/26/2025,08,227,100,127,0
08/26/2025,09,327,200,127,0
08/26/2025,10,327,200,127,0
08/26/2025,11,227,100,127,0
08/26/2025,12,127,0,127,0
08/26/2025,13,202,100,102,0
08/26/2025,14,177,100,77,0
08/26/2025,15,-23,-100,77,0
08/26/2025,16,-100,-150,50,0
08/26/2025,17,-225,-275,50,0
08/26/2025,18,-419,-385,-34,0
08/26/2025,19,-419,-407,-12,0
08/26/2025,20,-421,-409,-12,0
08/26/2025,21,-419,-405,-14,0
08/26/2025,22,-200,-250,50,0
08/26/2025,23,75,25,50,0
08/26/2025,24,289,162,127,0
08/27/2025,01,589,462,127,0
08/27/2025,02,739,662,77,0
08/27/2025,03,739,662,77,0
08/27/2025,04,889,812,77,0
08/27/2025,05,739,662,77,0
08/27/2025,06,539,462,77,0
08/27/2025,07,227,150,77,0
08/27/2025,08,207,130,77,0
08/27/2025,09,207,130,77,0
08/27/2025,10,202,125,77,0
08/27/2025,11,202,125,77,0
08/27/2025,12,151,74,77,0
08/27/2025,13,152,75,77,0
08/27/2025,14,152,75,77,0
08/27/2025,15,52,-25,77,0
08/27/2025,16,2,-75,77,0
08/27/2025,17,-423,-500,77,0
08/27/2025,18,-437,-437,0,0
08/27/2025,19,-420,-395,-25,0
08/27/2025,20,-420,-395,-25,0
08/27/2025,21,-416,-374,-42,0
08/27/2025,22,2,-25,27,0
08/27/2025,23,152,125,27,0
08/27/2025,24,427,350,77,0
08/28/2025,01,727,650,77,0
08/28/2025,02,935,826,109,0
08/28/2025,03,935,826,109,0
08/28/2025,04,935,826,109,0
08/28/2025,05,935,826,109,0
08/28/2025,06,935,827,108,0
08/28/2025,07,780,658,122,0
08/28/2025,08,552,475,77,0
08/28/2025,09,352,275,77,0
08/28/2025,10,152,75,77,0
08/28/2025,11,152,75,77,0
08/28/2025,12,152,75,77,0
08/28/2025,13,102,25,77,0
08/28/2025,14,52,-25,77,0
08/28/2025,15,-345,-215,-130,0
08/28/2025,16,-397,-249,-148,0
08/28/2025,17,-411,-399,-12,0
08/28/2025,18,-411,-399,-12,0
08/28/2025,19,-412,-391,-21,0
08/28/2025,20,-410,-389,-21,0
08/28/2025,21,-410,-362,-48,0
08/28/2025,22,27,-50,77,0
08/28/2025,23,89,12,77,0
08/28/2025,24,286,162,124,0
08/29/2025,01,611,487,124,0
08/29/2025,02,787,662,125,0
08/29/2025,03,783,658,125,0
08/29/2025,04,733,608,125,0
08/29/2025,05,583,458,125,0
08/29/2025,06,482,358,124,0
08/29/2025,07,280,158,122,0
08/29/2025,08,139,62,77,0
08/29/2025,09,152,75,77,0
08/29/2025,10,102,25,77,0
08/29/2025,11,202,125,77,0
08/29/2025,12,152,75,77,0
08/29/2025,13,152,75,77,0
08/29/2025,14,102,25,77,0
08/29/2025,15,22,0,22,0
08/29/2025,16,-262,-100,-162,0
08/29/2025,17,-244,-175,-69,0
08/29/2025,18,-457,-428,-29,0
08/29/2025,19,-468,-354,-114,0
08/29/2025,20,-431,-326,-105,0
08/29/2025,21,-431,-327,-104,0
08/29/2025,22,-115,-115,0,0
08/29/2025,23,70,25,45,0
08/29/2025,24,382,258,124,0
08/30/2025,01,682,558,124,0
08/30/2025,02,935,865,70,0
08/30/2025,03,935,865,70,0
08/30/2025,04,935,865,70,0
08/30/2025,05,935,865,70,0
08/30/2025,06,677,600,77,0
08/30/2025,07,677,600,77,0
08/30/2025,08,607,530,77,0
08/30/2025,09,707,630,77,0
08/30/2025,10,935,865,70,0
08/30/2025,11,935,865,70,0
08/30/2025,12,935,865,70,0
08/30/2025,13,935,865,70,0
08/30/2025,14,935,865,70,0
08/30/2025,15,607,530,77,0
08/30/2025,16,407,330,77,0
08/30/2025,17,245,168,77,0
08/30/2025,18,-14,0,-14,0
08/30/2025,19,-64,0,-64,0
08/30/2025,20,-64,0,-64,0
08/30/2025,21,13,75,-62,0
08/30/2025,22,202,125,77,0
08/30/2025,23,439,362,77,0
08/30/2025,24,562,485,77,0
08/31/2025,01,562,485,77,0
08/31/2025,02,689,612,77,0
08/31/2025,03,589,512,77,0
08/31/2025,04,689,612,77,0
08/31/2025,05,789,712,77,0
08/31/2025,06,652,575,77,0
08/31/2025,07,564,487,77,0
08/31/2025,08,477,400,77,0
08/31/2025,09,777,700,77,0
08/31/2025,10,802,725,77,0
08/31/2025,11,552,525,27,0
08/31/2025,12,402,375,27,0
08/31/2025,13,252,225,27,0
08/31/2025,14,252,225,27,0
08/31/2025,15,202,175,27,0
08/31/2025,16,152,125,27,0
08/31/2025,17,100,100,0,0
08/31/2025,18,-135,-85,-50,0
08/31/2025,19,-528,-419,-109,0
08/31/2025,20,-524,-440,-84,0
08/31/2025,21,-523,-465,-58,0
08/31/2025,22,-221,-150,-71,0
08/31/2025,23,-146,-75,-71,0
08/31/2025,24,102,25,77,0
09/01/2025,01,102,25,77,0
09/01/2025,02,112,62,50,0
09/01/2025,03,112,62,50,0
09/01/2025,04,112,62,50,0
09/01/2025,05,112,62,50,0
09/01/2025,06,162,112,50,0
09/01/2025,07,162,112,50,0
09/01/2025,08,162,112,50,0
09/01/2025,09,212,162,50,0
09/01/2025,10,212,162,50,0
09/01/2025,11,312,262,50,0
09/01/2025,12,212,162,50,0
09/01/2025,13,212,162,50,0
09/01/2025,14,137,87,50,0
09/01/2025,15,112,62,50,0
09/01/2025,16,112,62,50,0
09/01/2025,17,25,-25,50,0
09/01/2025,18,-363,-200,-163,0
09/01/2025,19,-522,-409,-113,0
09/01/2025,20,-521,-395,-126,0
09/01/2025,21,-313,-288,-25,0
09/01/2025,22,295,245,50,0
09/01/2025,23,490,440,50,0
09/01/2025,24,212,162,50,0
09/02/2025,01,262,212,50,0
09/02/2025,02,435,362,73,0
09/02/2025,03,535,462,73,0
09/02/2025,04,485,412,73,0
09/02/2025,05,435,362,73,0
09/02/2025,06,335,262,73,0
09/02/2025,07,210,137,73,0
09/02/2025,08,-27,-100,73,0
09/02/2025,09,100,50,50,0
09/02/2025,10,125,75,50,0
09/02/2025,11,148,75,73,0
09/02/2025,12,100,50,50,0
09/02/2025,13,0,-50,50,0
09/02/2025,14,123,50,73,0
09/02/2025,15,88,15,73,0
09/02/2025,16,50,0,50,0
09/02/2025,17,48,-25,73,0
09/02/2025,18,-127,-100,-27,0
09/02/2025,19,-414,-275,-139,0
09/02/2025,20,-456,-373,-83,0
09/02/2025,21,-438,-488,50,0
09/02/2025,22,-277,-350,73,0
09/02/2025,23,-52,-50,-2,0
09/02/2025,24,74,0,74,0
09/03/2025,01,286,212,74,0
09/03/2025,02,462,362,100,0
09/03/2025,03,535,435,100,0
09/03/2025,04,535,435,100,0
09/03/2025,05,535,435,100,0
09/03/2025,06,535,435,100,0
09/03/2025,07,535,435,100,0
09/03/2025,08,344,237,107,0
09/03/2025,09,369,262,107,0
09/03/2025,10,419,312,107,0
09/03/2025,11,509,402,107,0
09/03/2025,12,519,412,107,0
09/03/2025,13,451,312,139,0
09/03/2025,14,214,75,139,0
09/03/2025,15,139,0,139,0
09/03/2025,16,119,12,107,0
09/03/2025,17,-43,-150,107,0
09/03/2025,18,-190,-190,0,0
09/03/2025,19,-194,-190,-4,0
09/03/2025,20,-108,-165,57,0
09/03/2025,21,119,62,57,0
09/03/2025,22,339,162,177,0
09/03/2025,23,334,162,172,0
09/03/2025,24,635,435,200,0
09/04/2025,01,605,435,170,0
09/04/2025,02,611,435,176,0
09/04/2025,03,587,435,152,0
09/04/2025,04,582,435,147,0
09/04/2025,05,582,435,147,0
09/04/2025,06,582,435,147,0
09/04/2025,07,535,435,100,0
09/04/2025,08,510,410,100,0
09/04/2025,09,535,435,100,0
09/04/2025,10,535,435,100,0
09/04/2025,11,535,435,100,0
09/04/2025,12,535,435,100,0
09/04/2025,13,535,435,100,0
09/04/2025,14,535,435,100,0
09/04/2025,15,535,435,100,0
09/04/2025,16,619,435,184,0
09/04/2025,17,498,312,186,0
09/04/2025,18,346,162,184,0
09/04/2025,19,323,137,186,0
09/04/2025,20,125,25,100,0
09/04/2025,21,0,-100,100,0
09/04/2025,22,-25,-125,100,0
09/04/2025,23,-25,-125,100,0
09/04/2025,24,87,-13,100,0
09/05/2025,01,237,137,100,0
09/05/2025,02,212,162,50,0
09/05/2025,03,212,162,50,0
09/05/2025,04,112,62,50,0
09/05/2025,05,112,62,50,0
09/05/2025,06,112,62,50,0
09/05/2025,07,37,-13,50,0
09/05/2025,08,-3,-100,97,0
09/05/2025,09,47,-50,97,0
09/05/2025,10,122,25,97,0
09/05/2025,11,259,162,97,0
09/05/2025,12,259,162,97,0
09/05/2025,13,259,162,97,0
09/05/2025,14,459,312,147,0
09/05/2025,15,459,312,147,0
09/05/2025,16,409,262,147,0
09/05/2025,17,209,112,97,0
09/05/2025,18,-3,-50,47,0
09/05/2025,19,-168,-215,47,0
09/05/2025,20,-167,-215,48,0
09/05/2025,21,-27,-75,48,0
09/05/2025,22,73,25,48,0
09/05/2025,23,460,412,48,0
09/05/2025,24,712,662,50,0
09/06/2025,01,812,762,50,0
09/06/2025,02,935,812,123,0
09/06/2025,03,935,805,130,0
09/06/2025,04,935,788,147,0
09/06/2025,05,935,796,139,0
09/06/2025,06,935,792,143,0
09/06/2025,07,935,795,140,0
09/06/2025,08,935,800,135,0
09/06/2025,09,935,800,135,0
09/06/2025,10,935,789,146,0
09/06/2025,11,935,781,154,0
09/06/2025,12,935,759,176,0
09/06/2025,13,935,747,188,0
09/06/2025,14,935,730,205,0
09/06/2025,15,935,731,204,0
09/06/2025,16,935,678,257,0
09/06/2025,17,540,354,186,0
09/06/2025,18,222,125,97,0
09/06/2025,19,147,50,97,0
09/06/2025,20,148,50,98,0
09/06/2025,21,173,75,98,0
09/06/2025,22,223,125,98,0
09/06/2025,23,560,462,98,0
09/06/2025,24,712,662,50,0
09/07/2025,01,935,888,47,0
09/07/2025,02,935,781,154,0
09/07/2025,03,935,781,154,0
09/07/2025,04,935,785,150,0
09/07/2025,05,935,785,150,0
09/07/2025,06,935,782,153,0
09/07/2025,07,935,747,188,0
09/07/2025,08,765,562,203,0
09/07/2025,09,685,612,73,0
09/07/2025,10,935,868,67,0
09/07/2025,11,835,762,73,0
09/07/2025,12,835,762,73,0
09/07/2025,13,760,687,73,0
09/07/2025,14,760,687,73,0
09/07/2025,15,660,587,73,0
09/07/2025,16,410,337,73,0
09/07/2025,17,135,62,73,0
09/07/2025,18,0,0,0,0
09/07/2025,19,-50,-50,0,0
09/07/2025,20,-25,-25,0,0
09/07/2025,21,0,0,0,0
09/07/2025,22,22,0,22,0
09/07/2025,23,184,162,22,0
09/07/2025,24,334,262,72,0
09/08/2025,01,297,225,72,0
09/08/2025,02,455,375,80,0
09/08/2025,03,492,412,80,0
09/08/2025,04,935,862,73,0
09/08/2025,05,442,362,80,0
09/08/2025,06,241,162,79,0
09/08/2025,07,179,100,79,0
09/08/2025,08,-3,3,-6,0
09/08/2025,09,30,35,-5,0
09/08/2025,10,-73,0,-73,0
09/08/2025,11,-84,0,-84,0
09/08/2025,12,-108,0,-108,0
09/08/2025,13,-171,0,-171,0
09/08/2025,14,-147,0,-147,0
09/08/2025,15,-86,0,-86,0
09/08/2025,16,-75,0,-75,0
09/08/2025,17,-77,0,-77,0
09/08/2025,18,-76,0,-76,0
09/08/2025,19,-75,0,-75,0
09/08/2025,20,-75,0,-75,0
09/08/2025,21,-83,0,-83,0
09/08/2025,22,-79,0,-79,0
09/08/2025,23,-75,0,-75,0
09/08/2025,24,-70,0,-70,0
09/09/2025,01,-70,0,-70,0
09/09/2025,02,125,175,-50,0
09/09/2025,03,275,225,50,0
09/09/2025,04,275,225,50,0
09/09/2025,05,285,235,50,0
09/09/2025,06,285,235,50,0
09/09/2025,07,225,175,50,0
09/09/2025,08,125,75,50,0
09/09/2025,09,333,235,98,0
09/09/2025,10,272,175,97,0
09/09/2025,11,200,150,50,0
09/09/2025,12,251,175,76,0
09/09/2025,13,311,235,76,0
09/09/2025,14,311,235,76,0
09/09/2025,15,311,235,76,0
09/09/2025,16,250,200,50,0
09/09/2025,17,-10,0,-10,0
09/09/2025,18,-105,0,-105,0
09/09/2025,19,-100,25,-125,0
09/09/2025,20,-101,0,-101,0
09/09/2025,21,29,0,29,0
09/09/2025,22,75,25,50,0
09/09/2025,23,461,235,226,0
09/09/2025,24,461,235,226,0
09/10/2025,01,461,235,226,0
09/10/2025,02,361,235,126,0
09/10/2025,03,361,235,126,0
09/10/2025,04,361,235,126,0
09/10/2025,05,361,235,126,0
09/10/2025,06,361,235,126,0
09/10/2025,07,212,162,50,0
09/10/2025,08,162,112,50,0
09/10/2025,09,125,75,50,0
09/10/2025,10,-25,25,-50,0
09/10/2025,11,-74,25,-99,0
09/10/2025,12,-74,25,-99,0
09/10/2025,13,-72,25,-97,0
09/10/2025,14,-73,0,-73,0
09/10/2025,15,-73,0,-73,0
09/10/2025,16,-77,0,-77,0
09/10/2025,17,-77,0,-77,0
09/10/2025,18,-77,0,-77,0
09/10/2025,19,-77,0,-77,0
09/10/2025,20,-73,0,-73,0
09/10/2025,21,-73,0,-73,0
09/10/2025,22,-73,0,-73,0
09/10/2025,23,-69,0,-69,0
09/10/2025,24,-26,0,-26,0
09/11/2025,01,311,235,76,0
09/11/2025,02,250,235,15,0
09/11/2025,03,250,235,15,0
09/11/2025,04,25,25,0,0
09/11/2025,05,125,125,0,0
09/11/2025,06,25,25,0,0
09/11/2025,07,-8,0,-8,0
09/11/2025,08,-70,0,-70,0
09/11/2025,09,-26,0,-26,0
09/11/2025,10,0,0,0,0
09/11/2025,11,0,0,0,0
09/11/2025,12,25,25,0,0
09/11/2025,13,75,25,50,0
09/11/2025,14,0,25,-25,0
09/11/2025,15,0,25,-25,0
09/11/2025,16,-8,25,-33,0
09/11/2025,17,-8,0,-8,0
09/11/2025,18,-8,0,-8,0
09/11/2025,19,-74,0,-74,0
09/11/2025,20,-77,0,-77,0
09/11/2025,21,-77,0,-77,0
09/11/2025,22,-73,0,-73,0
09/11/2025,23,-8,0,-8,0
09/11/2025,24,-8,0,-8,0
09/12/2025,01,0,0,0,0
09/12/2025,02,125,125,0,0
09/12/2025,03,125,125,0,0
09/12/2025,04,225,225,0,0
09/12/2025,05,125,125,0,0
09/12/2025,06,125,125,0,0
09/12/2025,07,25,25,0,0
09/12/2025,08,-53,25,-78,0
09/12/2025,09,25,25,0,0
09/12/2025,10,25,25,0,0
09/12/2025,11,25,25,0,0
09/12/2025,12,62,62,0,0
09/12/2025,13,62,62,0,0
09/12/2025,14,112,112,0,0
09/12/2025,15,112,112,0,0
09/12/2025,16,25,25,0,0
09/12/2025,17,-76,0,-76,0
09/12/2025,18,-151,0,-151,0
09/12/2025,19,-151,0,-151,0
09/12/2025,20,-151,0,-151,0
09/12/2025,21,-151,0,-151,0
09/12/2025,22,-51,25,-76,0
09/12/2025,23,125,125,0,0
09/12/2025,24,225,225,0,0
09/13/2025,01,235,235,0,0
09/13/2025,02,235,235,0,0
09/13/2025,03,235,235,0,0
09/13/2025,04,125,125,0,0
09/13/2025,05,175,175,0,0
09/13/2025,06,235,235,0,0
09/13/2025,07,135,135,0,0
09/13/2025,08,75,25,50,0
09/13/2025,09,125,75,50,0
09/13/2025,10,125,75,50,0
09/13/2025,11,200,150,50,0
09/13/2025,12,200,150,50,0
09/13/2025,13,200,150,50,0
09/13/2025,14,200,150,50,0
09/13/2025,15,162,112,50,0
09/13/2025,16,112,62,50,0
09/13/2025,17,-26,0,-26,0
09/13/2025,18,-130,0,-130,0
09/13/2025,19,-97,0,-97,0
09/13/2025,20,-92,0,-92,0
09/13/2025,21,-93,0,-93,0
09/13/2025,22,-94,25,-119,0
09/13/2025,23,185,135,50,0
09/13/2025,24,235,235,0,0
09/14/2025,01,235,235,0,0
09/14/2025,02,285,235,50,0
09/14/2025,03,285,235,50,0
09/14/2025,04,285,235,50,0
09/14/2025,05,285,235,50,0
09/14/2025,06,285,235,50,0
09/14/2025,07,285,235,50,0
09/14/2025,08,285,235,50,0
09/14/2025,09,285,235,50,0
09/14/2025,10,285,235,50,0
09/14/2025,11,285,235,50,0
09/14/2025,12,285,235,50,0
09/14/2025,13,285,235,50,0
09/14/2025,14,285,235,50,0
09/14/2025,15,285,235,50,0
09/14/2025,16,285,235,50,0
09/14/2025,17,200,150,50,0
09/14/2025,18,-109,0,-109,0
09/14/2025,19,-109,0,-109,0
09/14/2025,20,-109,0,-109,0
09/14/2025,21,-106,0,-106,0
09/14/2025,22,0,0,0,0
09/14/2025,23,235,235,0,0
09/14/2025,24,360,235,125,0
09/15/2025,01,360,235,125,0
09/15/2025,02,360,235,125,0
09/15/2025,03,360,235,125,0
09/15/2025,04,360,235,125,0
09/15/2025,05,360,235,125,0
09/15/2025,06,360,235,125,0
09/15/2025,07,360,235,125,0
09/15/2025,08,279,229,50,0
09/15/2025,09,285,235,50,0
09/15/2025,10,285,235,50,0
09/15/2025,11,285,235,50,0
09/15/2025,12,225,175,50,0
09/15/2025,13,285,235,50,0
09/15/2025,14,285,235,50,0
09/15/2025,15,266,216,50,0
09/15/2025,16,260,210,50,0
09/15/2025,17,212,162,50,0
09/15/2025,18,25,25,0,0
09/15/2025,19,25,25,0,0
09/15/2025,20,50,50,0,0
09/15/2025,21,50,50,0,0
09/15/2025,22,125,125,0,0
09/15/2025,23,62,112,-50,0
09/15/2025,24,227,162,65,0
09/16/2025,01,313,235,78,0
09/16/2025,02,361,235,126,0
09/16/2025,03,361,235,126,0
09/16/2025,04,361,235,126,0
09/16/2025,05,275,175,100,0
09/16/2025,06,175,125,50,0
09/16/2025,07,-111,100,-211,0
09/16/2025,08,-101,0,-101,0
09/16/2025,09,-81,0,-81,0
09/16/2025,10,28,0,28,0
09/16/2025,11,28,0,28,0
09/16/2025,12,140,112,28,0
09/16/2025,13,223,195,28,0
09/16/2025,14,128,100,28,0
09/16/2025,15,78,50,28,0
09/16/2025,16,-70,25,-95,0
09/16/2025,17,-88,0,-88,0
09/16/2025,18,-43,0,-43,0
09/16/2025,19,-43,0,-43,0
09/16/2025,20,-88,0,-88,0
09/16/2025,21,-84,0,-84,0
09/16/2025,22,-84,0,-84,0
09/16/2025,23,-80,0,-80,0
09/16/2025,24,125,25,100,0
09/17/2025,01,335,235,100,0
09/17/2025,02,335,235,100,0
09/17/2025,03,335,235,100,0
09/17/2025,04,335,235,100,0
09/17/2025,05,335,235,100,0
09/17/2025,06,335,235,100,0
09/17/2025,07,335,235,100,0
09/17/2025,08,312,212,100,0
09/17/2025,09,321,221,100,0
09/17/2025,10,335,235,100,0
09/17/2025,11,335,235,100,0
09/17/2025,12,335,235,100,0
09/17/2025,13,335,235,100,0
09/17/2025,14,335,235,100,0
09/17/2025,15,344,244,100,0
09/17/2025,16,335,235,100,0
09/17/2025,17,335,235,100,0
09/17/2025,18,49,25,24,0
09/17/2025,19,49,25,24,0
